编号,船舶类型,船籍港,船级,航区,长度,型宽,型深,总吨,载重吨,主机型号,主机功率,建成日期,建造船厂,成交日期,交易价格
TRAIN326,散货船,,,内河,,,,,912,,132,4/14/2008,,6/24/2014,70
TRAIN327,散货船,,,内河,,,,,956,,380,4/30/2007,,6/24/2014,70
TRAIN328,干货船,,,内河,,,,,378,,140,1/1/2002,,6/24/2014,38
TRAIN329,工程船,,,沿海,,,,,0,,0,12/5/1974,,6/24/2014,1825
TRAIN330,自卸砂船,,,内河,,,,,1890,,436,9/12/2009,,6/25/2014,400
TRAIN331,自卸砂船,,,内河,,,,,1919,,454,2/28/2003,,6/25/2014,217.78
TRAIN332,集装箱船,,,内河,,,,,600,,440,4/25/1997,,6/25/2014,104.44
TRAIN333,自卸砂船,,,内河,,,,,2211,,678,2/17/2005,,6/26/2014,204.08
TRAIN334,散货船,,,内河,,,,,956,,394,12/30/2004,,6/26/2014,70
TRAIN335,自卸砂船,,,内河,,,,,2092,,404,1/10/2011,,7/1/2014,300
TRAIN336,散货船,,,内河,,,,,398,,140,7/5/2001,,7/1/2014,30.61
TRAIN337,干货船,,,内河,,,,,388,,117,7/7/1994,,7/2/2014,20
TRAIN338,抛锚船,,,沿海,,,,,0,,474,8/29/2006,,7/3/2014,92
TRAIN339,交通船,,,沿海,,,,,0,,410,8/13/2002,,7/3/2014,10
TRAIN340,快艇,,,沿海,,,,,0,,410,1/31/2002,,7/3/2014,10
TRAIN341,交通船,,,内河,,,,,0,,522,1/12/1999,,7/3/2014,10
TRAIN342,交通船,,,内河,,,,,0,,410,7/15/1998,,7/3/2014,10
TRAIN343,起锚船,,,沿海,,,,,0,,469,12/31/1992,,7/3/2014,46
TRAIN344,集装箱船,,,内河,,,,,2022,,700,12/5/2009,,7/10/2014,195.92
TRAIN345,散货船,,,内河,,,,,810,,410,5/28/2007,,7/10/2014,70
TRAIN346,自卸砂船,,,内河,,,,,2520,,1086,6/2/2005,,7/10/2014,250
TRAIN347,干货船,,,内河,,,,,322,,117,5/25/2004,,7/10/2014,53
TRAIN348,干货船,,,内河,,,,,331,,117,10/16/2003,,7/10/2014,23
TRAIN349,干货船,,,内河,,,,,450,,176,7/15/2003,,7/10/2014,36
TRAIN350,干货船,,,内河,,,,,970,,175,2/9/2003,,7/10/2014,88
TRAIN351,自卸砂船,,,内河,,,,,162,,105,4/5/2002,,7/10/2014,30
TRAIN352,自卸砂船,,,内河,,,,,5334,,1164,9/26/2010,,7/14/2014,420
TRAIN353,干货船,,,内河,,,,,1126,,280,12/10/2009,,7/15/2014,133
TRAIN354,集装箱船,,,内河,,,,,720,,426,5/28/1994,,7/17/2014,60
TRAIN355,执法船,,,内河,,,,,0,,110,4/1/1977,,7/18/2014,4
TRAIN356,干货船,,,内河,,,,,2331,,436,5/11/2011,,7/21/2014,248.98
TRAIN357,干货船,,,内河,,,,,275,,126,7/9/2004,,7/21/2014,50
TRAIN358,干货船,,,内河,,,,,794,,590,1/20/1999,,7/21/2014,83.67
TRAIN359,干货船,,,内河,,,,,1050,,280,11/20/2007,,7/22/2014,125
TRAIN360,散货船,,,内河,,,,,104,,83,3/1/1993,,7/22/2014,22.45
TRAIN361,自卸砂船,,,内河,,,,,2398,,440,1/24/2011,,7/24/2014,373.47
TRAIN362,自卸砂船,,,内河,,,,,1457,,406,12/6/2004,,7/24/2014,60
TRAIN363,散货船,,,内河,,,,,659,,410,8/27/2003,,7/24/2014,100
TRAIN364,集装箱船,,,沿海,,,,,1800,,706,2/17/2003,,7/28/2014,98
TRAIN365,集装箱船,,,内河,,,,,2567,,746,9/29/2013,,7/29/2014,400
TRAIN366,自卸砂船,,,内河,,,,,1152,,367,7/18/2009,,7/29/2014,200
TRAIN367,自卸砂船,,,内河,,,,,2366,,814,7/28/2008,,7/29/2014,540
TRAIN368,散货船,,,内河,,,,,285,,176,7/8/2002,,7/29/2014,65.31
TRAIN369,油船,,,内河,,,,,940,,404,3/18/2000,,7/30/2014,80
TRAIN370,散货船,,,内河,,,,,348,,140,12/19/2002,,8/4/2014,58
TRAIN371,干货船,,,内河,,,,,258,,140,9/3/2002,,8/4/2014,50
TRAIN372,干货船,,,内河,,,,,280,,110,9/19/2001,,8/5/2014,50
TRAIN373,散货船,,,内河,,,,,2380,,436,2/4/2010,,8/7/2014,200
TRAIN374,干货船,,,内河,,,,,198,,110,5/30/2002,,8/7/2014,37
TRAIN375,油船,,,内河,,,,,572,,514,5/1/1999,,8/7/2014,65
TRAIN376,散货船,,,内河,,,,,86,,69,9/27/1994,,8/7/2014,10.2
TRAIN377,油船,,,内河,,,,,1753,,660,3/24/2006,,8/11/2014,100
TRAIN378,集装箱船,,,内河,,,,,1080,,660,6/6/2005,,8/11/2014,230.61
TRAIN379,自卸砂船,,,内河,,,,,816,,406,8/26/2004,,8/11/2014,148.48
TRAIN380,干货船,,,内河,,,,,664,,140,4/13/2004,,8/11/2014,59.18
TRAIN381,散货船,,,内河,,,,,296,,152,4/2/2003,,8/11/2014,73
TRAIN382,散货船,,,内河,,,,,220,,140,8/6/2001,,8/11/2014,60
TRAIN383,干货船,,,内河,,,,,820,,402,12/6/1998,,8/11/2014,50
TRAIN384,干货船,,,内河,,,,,870,,426,10/26/1998,,8/11/2014,50
TRAIN385,自卸砂船,,,内河,,,,,4307,,1342,7/14/2010,,8/18/2014,510.2
TRAIN386,散货船,,,内河,,,,,658,,280,7/9/2003,,8/18/2014,150
TRAIN387,自卸砂船,,,内河,,,,,967,,294,4/12/2000,,8/18/2014,102.04
TRAIN388,干货船,,,内河,,,,,1959,,420,7/10/2012,,8/20/2014,281.25
TRAIN389,油囤,,,内河,,,,,130,,0,10/1/1999,,8/20/2014,11
TRAIN390,油囤,,,内河,,,,,224,,0,1/1/1992,,8/20/2014,14
TRAIN391,油囤,,,内河,,,,,120,,0,5/1/1989,,8/20/2014,11
TRAIN392,油船,,,远洋,,,,,6985,,2400,12/24/2013,,8/21/2014,5535
TRAIN393,渡船,,,内河,,,,,0,,221,11/23/1983,,8/21/2014,24
TRAIN394,散货船,,,沿海,,,,,2601,,700,3/31/2007,,8/26/2014,455
TRAIN395,散货船,,,内河,,,,,402,,353,6/19/2001,,8/26/2014,33.33
TRAIN396,油船,,,沿海,,,,,1050,,574,11/8/1999,,8/26/2014,85
TRAIN397,散货船,,,内河,,,,,1086,,474,10/1/1993,,8/26/2014,80
TRAIN398,油船,,,内河,,,,,1753,,660,7/3/2006,,8/27/2014,180
TRAIN399,干货船,,,内河,,,,,275,,126,8/19/2004,,8/27/2014,30
TRAIN400,散货船,,,内河,,,,,940,,140,7/31/2012,,8/28/2014,202
TRAIN401,油船,,,远洋,,,,,7034,,2400,12/24/2013,,8/29/2014,5535
TRAIN402,集装箱船,,,内河,,,,,1632,,800,4/12/2006,,9/1/2014,200
TRAIN403,自卸砂船,,,内河,,,,,4788,,1272,1/5/2013,,9/2/2014,600
TRAIN404,自卸砂船,,,内河,,,,,1696,,448,9/9/2011,,9/3/2014,300
TRAIN405,自卸砂船,,,内河,,,,,5347,,1164,5/13/2010,,9/4/2014,359.18
TRAIN406,散货船,,,内河,,,,,280,,140,4/17/2006,,9/4/2014,50
TRAIN407,自卸砂船,,,内河,,,,,2680,,344,4/14/2004,,9/4/2014,179.59
TRAIN408,自卸砂船,,,内河,,,,,4708,,1164,4/3/2013,,9/5/2014,800
TRAIN409,散货船,,,内河,,,,,810,,280,1/10/2007,,9/5/2014,60
TRAIN410,油船,,,内河,,,,,1201,,440,4/7/2004,,9/10/2014,588
TRAIN411,油船,,,内河,,,,,400,,221,11/20/2001,,9/10/2014,298
TRAIN412,干货船,,,内河,,,,,330,,110,5/10/1994,,9/12/2014,28.57
TRAIN413,干货船,,,内河,,,,,538,,105,1/1/1993,,9/12/2014,27
TRAIN414,自卸砂船,,,内河,,,,,5388,,1164,1/3/2013,,9/15/2014,850.98
TRAIN415,自卸砂船,,,内河,,,,,1760,,404,12/4/2009,,9/15/2014,325
TRAIN416,自卸砂船,,,内河,,,,,1158,,311,11/24/2009,,9/15/2014,200
TRAIN417,干货船,,,内河,,,,,275,,140,5/31/2004,,9/15/2014,30
TRAIN418,干货船,,,内河,,,,,414,,95,8/15/1994,,9/16/2014,57
TRAIN419,自卸砂船,,,内河,,,,,1073,,406,7/25/2005,,9/17/2014,151.02
TRAIN420,集装箱船,,,内河,,,,,998,,706,4/30/2002,,9/17/2014,60
TRAIN421,自卸砂船,,,内河,,,,,343,,205,5/30/2002,,9/18/2014,30
TRAIN422,拖船,,,内河,,,,,0,,441,7/1/1995,,9/19/2014,122.45
TRAIN423,杂货船,,,近海,,,,,4883,,1470,6/18/2004,,9/23/2014,199
TRAIN424,自卸砂船,,,内河,,,,,258,,126,4/23/2004,,9/25/2014,30
TRAIN425,自卸砂船,,,内河,,,,,1022,,220,2/10/2004,,9/25/2014,60
TRAIN426,干货船,,,内河,,,,,257,,176,7/15/2002,,9/25/2014,65
TRAIN427,自卸砂船,,,内河,,,,,784,,406,2/5/2002,,9/25/2014,151.02
TRAIN428,自卸砂船,,,内河,,,,,950,,368,5/13/2006,,9/26/2014,179.59
TRAIN429,油船,,,内河,,,,,298,,402,10/30/2000,,9/28/2014,77
TRAIN430,油船,,,内河,,,,,205,,105,8/19/1991,,9/28/2014,30
TRAIN431,自卸砂船,,,内河,,,,,2288,,576,9/23/2008,,9/30/2014,235.29
TRAIN432,干货船,,,内河,,,,,190,,132,12/15/1999,,9/30/2014,30
TRAIN433,集装箱船,,,内河,,,,,1152,,706,12/24/2003,,10/8/2014,100
TRAIN434,自卸砂船,,,内河,,,,,2130,,678,3/18/2003,,10/8/2014,235.29
TRAIN435,散货船,,,内河,,,,,865,,410,2/8/2010,,10/11/2014,77.55
TRAIN436,集装箱船,,,内河,,,,,960,,588,2/13/2000,,10/11/2014,97.96
TRAIN437,干货船,,,内河,,,,,294,,184,3/28/1998,,10/11/2014,30.61
TRAIN438,拖船,,,近海,,,,,3185,,9000,9/16/2014,,10/14/2014,7085
TRAIN439,自卸砂船,,,内河,,,,,1383,,540,8/28/2008,,10/14/2014,246.94
TRAIN440,散货船,,,内河,,,,,280,,140,9/28/2004,,10/14/2014,43
TRAIN441,油船,,,内河,,,,,1060,,474,4/18/1998,,10/14/2014,60
TRAIN442,多用途船,,,内河,,,,,1926,,420,7/29/2013,,10/15/2014,250
TRAIN443,多用途船,,,内河,,,,,1926,,420,7/29/2013,,10/15/2014,250
TRAIN444,自卸砂船,,,内河,,,,,967,,294,4/12/2000,,10/15/2014,176
TRAIN445,散货船,,,内河,,,,,3162,,420,12/26/2013,,10/16/2014,520.41
TRAIN446,自卸砂船,,,内河,,,,,2398,,746,1/8/2010,,10/16/2014,300
TRAIN447,自卸砂船,,,内河,,,,,2385,,440,5/20/2009,,10/16/2014,180
TRAIN448,散货船,,,内河,,,,,849,,410,11/28/2006,,10/16/2014,65
TRAIN449,油船,,,内河,,,,,700,,440,9/16/1993,,10/16/2014,55
TRAIN450,油船,,,内河,,,,,800,,474,8/1/1993,,10/16/2014,56
TRAIN451,油船,,,内河,,,,,800,,474,3/31/1993,,10/16/2014,55
TRAIN452,散货船,,,内河,,,,,990,,140,12/6/2013,,10/20/2014,200
TRAIN453,干货船,,,内河,,,,,412,,95,10/5/1994,,10/20/2014,18
TRAIN454,多用途船,,,内河,,,,,851,,140,3/12/2007,,10/21/2014,90
TRAIN455,干货船,,,内河,,,,,520,,140,1/16/2006,,10/21/2014,61
TRAIN456,干货船,,,内河,,,,,350,,141,2/24/2004,,10/21/2014,50
TRAIN457,干货船,,,内河,,,,,453,,132,7/18/2000,,10/21/2014,37
TRAIN458,自卸砂船,,,内河,,,,,2205,,1200,6/19/2009,,10/27/2014,300
TRAIN459,干货船,,,内河,,,,,275,,126,10/20/2004,,10/27/2014,30
TRAIN460,干货船,,,内河,,,,,175,,116,8/21/2002,,10/27/2014,30
TRAIN461,油船,,,内河,,,,,480,,248,4/27/2001,,10/27/2014,20
TRAIN462,干货船,,,内河,,,,,90,,88,10/10/1992,,10/27/2014,20
TRAIN463,自卸砂船,,,内河,,,,,4596,,1164,12/31/2011,,10/28/2014,1200
TRAIN464,散货船,,,内河,,,,,965,,410,3/1/2004,,10/28/2014,120.41
TRAIN465,干货船,,,内河,,,,,1566,,368,1/24/2002,,10/28/2014,116.67
TRAIN466,干货船,,,内河,,,,,1163,,280,3/25/2001,,10/28/2014,80
TRAIN467,散货船,,,沿海,,,,,4080,,1104,11/7/2003,,10/29/2014,328
TRAIN468,干货船,,,内河,,,,,103,,88,5/11/1993,,10/29/2014,20
TRAIN469,拖船,,,近海,,,,,3185,,9000,9/16/2014,,10/30/2014,22711
TRAIN470,油船,,,内河,,,,,1900,,588,4/8/2000,,10/30/2014,180
TRAIN471,散货船,,,内河,,,,,492,,289,11/10/1998,,10/31/2014,42.86
TRAIN472,散货船,,,内河,,,,,810,,410,7/7/2006,,11/3/2014,65
TRAIN473,自卸砂船,,,内河,,,,,814,,406,6/20/2000,,11/3/2014,153.06
TRAIN474,自卸砂船,,,内河,,,,,416,,264,5/10/1994,,11/3/2014,20
TRAIN475,普通客船,,,内河,,,,,0,,210,12/24/1988,,11/3/2014,16
TRAIN476,干货船,,,内河,,,,,1038,,311,6/20/2007,,11/13/2014,116
TRAIN477,干货船,,,内河,,,,,360,,102,4/20/2005,,11/13/2014,50
TRAIN478,干货船,,,内河,,,,,275,,140,5/30/2002,,11/13/2014,30
TRAIN479,干货船,,,内河,,,,,183,,132,10/30/2000,,11/13/2014,20
TRAIN480,自卸砂船,,,内河,,,,,920,,420,4/12/1998,,11/13/2014,130.61
TRAIN481,干货船,,,内河,,,,,1276,,410,8/13/2011,,11/24/2014,200
TRAIN482,干货船,,,内河,,,,,550,,138,3/25/2007,,11/24/2014,70
TRAIN483,散货船,,,内河,,,,,849,,410,12/8/2006,,11/24/2014,60
TRAIN484,自卸砂船,,,内河,,,,,2680,,344,4/14/2004,,11/24/2014,280
TRAIN485,油船,,,内河,,,,,416,,221,9/11/2001,,11/24/2014,70
TRAIN486,自卸砂船,,,内河,,,,,616,,353,4/19/2001,,11/24/2014,126.53
TRAIN487,干货船,,,内河,,,,,171,,88,1/4/2000,,11/24/2014,30
TRAIN488,油船,,,内河,,,,,890,,354,3/1/1993,,11/24/2014,60
TRAIN489,散货船,,,内河,,,,,2137,,436,3/7/2014,,11/25/2014,448.98
TRAIN490,散货船,,,内河,,,,,2091,,436,3/7/2014,,11/25/2014,448.98
TRAIN491,散货船,,,内河,,,,,750,,352,5/8/2006,,11/25/2014,150
TRAIN492,客船,,,内河,,,,,0,,50,8/23/1996,,11/25/2014,10
TRAIN493,客船,,,内河,,,,,0,,60,2/8/1993,,11/25/2014,10
TRAIN494,自卸砂船,,,内河,,,,,2582,,894,12/20/2011,,11/26/2014,410.2
TRAIN495,干货船,,,内河,,,,,222,,140,12/3/2001,,11/26/2014,20
TRAIN496,散货船,,,近海,,,,,15563,,4412,8/24/1995,,11/26/2014,978
TRAIN497,运散水泥船,,,内河,,,,,390,,430,5/1/1994,,11/26/2014,70
TRAIN498,散货船,,,近海,,,,,15619,,4412,4/15/1994,,11/26/2014,973
TRAIN499,散货船,,,近海,,,,,66835,,9900,12/31/1987,,11/26/2014,2398
TRAIN500,散货船,,,近海,,,,,66072,,11470,1/1/1987,,11/26/2014,2557
TRAIN501,散货船,,,近海,,,,,38800,,7188,10/30/1986,,11/26/2014,1680
TRAIN502,散货船,,,近海,,,,,39125,,7188,5/30/1986,,11/26/2014,1759
TRAIN503,散货船,,,近海,,,,,20049,,5645,12/30/1985,,11/26/2014,1103
TRAIN504,散货船,,,近海,,,,,20049,,5647,11/20/1985,,11/26/2014,1114
TRAIN505,散货船,,,近海,,,,,20330,,5647,11/1/1985,,11/26/2014,1023
TRAIN506,散货船,,,近海,,,,,38600,,8159,10/30/1985,,11/26/2014,1894
TRAIN507,散货船,,,近海,,,,,20618,,5645,4/1/1985,,11/26/2014,1080
TRAIN508,散货船,,,近海,,,,,20618,,5645,12/23/1984,,11/26/2014,1116
TRAIN509,散货船,,,近海,,,,,20420,,5644,11/30/1984,,11/26/2014,1100
TRAIN510,散货船,,,近海,,,,,36600,,8804,10/25/1982,,11/26/2014,1860
TRAIN511,散货船,,,内河,,,,,280,,145,3/18/2005,,12/1/2014,30.61
TRAIN512,液化气船,,,内河,,,,,2998,,2574,1/21/2011,,12/2/2014,3360
TRAIN513,自卸砂船,,,内河,,,,,2642,,894,11/26/2009,,12/4/2014,671.43
TRAIN514,干货船,,,内河,,,,,324,,132,7/3/2002,,12/4/2014,34
TRAIN515,散货船,,,内河,,,,,280,,140,11/6/2007,,12/8/2014,48
TRAIN516,自卸砂船,,,内河,,,,,2183,,678,10/27/2005,,12/8/2014,141.41
TRAIN517,自卸砂船,,,内河,,,,,445,,197,4/20/1995,,12/8/2014,30.61
TRAIN518,散货船,,,内河,,,,,988,,215,9/10/2014,,12/11/2014,233
TRAIN519,散货船,,,内河,,,,,988,,215,5/21/2014,,12/11/2014,233
TRAIN520,散货船,,,内河,,,,,418,,140,4/8/2008,,12/11/2014,30
TRAIN521,集装箱船,,,内河,,,,,1352,,660,12/12/2007,,12/11/2014,416.67
TRAIN522,油船,,,近海,,,,,2382,,1470,2/12/2007,,12/11/2014,817
TRAIN523,干货船,,,内河,,,,,823,,140,12/1/2005,,12/11/2014,83
TRAIN524,垃圾船,,,内河,,,,,1,,11,12/15/2002,,12/12/2014,3
TRAIN525,干货船,,,内河,,,,,425,,138,7/22/2006,,12/15/2014,75
TRAIN526,干货船,,,内河,,,,,435,,97,6/8/1994,,12/15/2014,35
TRAIN527,干货船,,,近海,,,,,2043,,700,10/11/2014,,12/16/2014,3680
TRAIN528,拖船,,,近海,,,,,3185,,9000,9/16/2014,,12/19/2014,7085
TRAIN529,挖泥船,,,近海,,,,,,,,1/23/2008,,12/19/2014,250
TRAIN530,挖泥船,,,近海,,,,,,,,1/23/2008,,12/19/2014,250
TRAIN531,挖泥船,,,近海,,,,,,,,1/23/2008,,12/19/2014,250
TRAIN532,集装箱船,,,内河,,,,,1416,,660,7/17/2006,,12/19/2014,183.67
TRAIN533,自卸砂船,,,内河,,,,,1180,,362,2/17/2004,,12/19/2014,100
TRAIN534,集装箱船,,,内河,,,,,1649,,814,2/2/2000,,12/19/2014,180
TRAIN535,油船,,,内河,,,,,890,,354,3/1/1993,,12/22/2014,55
TRAIN536,自卸砂船,,,内河,,,,,3348,,1068,1/9/2012,,12/24/2014,450
TRAIN537,自卸砂船,,,内河,,,,,2603,,746,8/30/2010,,12/24/2014,350
TRAIN538,自卸砂船,,,内河,,,,,4559,,1164,12/30/2009,,12/24/2014,430.61
TRAIN539,干货船,,,内河,,,,,175,,105,1/24/2002,,12/24/2014,30
TRAIN540,油船,,,内河,,,,,330,,180,2/4/1991,,12/24/2014,20
TRAIN541,油船,,,近海,,,,,909,,218,8/16/2012,,12/29/2014,345
TRAIN542,集装箱船,,,内河,,,,,1200,,660,11/12/2005,,12/29/2014,217.78
TRAIN543,集装箱船,,,内河,,,,,998,,660,3/10/2005,,12/29/2014,158
TRAIN544,自卸砂船,,,内河,,,,,1051,,406,7/30/2002,,12/29/2014,79.59
TRAIN545,拖船,,,近海,,,,,3185,,9000,9/16/2014,,12/31/2014,22800
TRAIN546,干货船,,,沿海,,,,,2650,,735,9/29/2002,,12/31/2014,200
TRAIN547,自卸砂船,清远,ZC,内河,63,14,4,1169,1640,KTA19-M500,678,9/13/2006,清远市清城区石角镇黄布永生造船厂,1/4/2015,251.02
TRAIN548,散货船,清远,ZC,内河,52,11,3,599,644,WD61567C-10B,352,10/25/2003,清远市山塘水运公司船舶修造厂,1/4/2015,170
TRAIN549,集装箱船,广州,ZC,内河,50,13,5,1326,1584,KT19-M425,576,1/31/2005,浙江黄岩永顺船舶修造厂,1/7/2015,80
TRAIN550,干货船,韶关,ZC,内河,38,8,2,195,184,WD61561C-6A,140,9/17/2003,韶关市曲江县金元造船厂,1/7/2015,40
TRAIN551,自卸砂船,广州,ZC,内河,67,13,4,1262,1822,NT855-M290,408,1/30/2001,广州市珠江船舶修造厂,1/7/2015,183.67
TRAIN552,干货船,韶关,ZC,内河,39,8,2,196,245,6135Ca,110,9/6/2000,韶关市曲江县犁市船舶修造厂,1/7/2015,20
TRAIN553,散货船,清远,ZC,内河,54,11,3,594,988,6135ACa3-2,174,9/10/2014,清远市清城区附城白庙协和造船厂,1/13/2015,220
TRAIN554,散货船,韶关,ZC,内河,60,12,4,863,1651,WD615.46C-11,410,1/6/2013,韶关市曲江汇盛船舶修造厂,1/13/2015,70
TRAIN555,溢油回收船,湛江,ZC,沿海,46,9,4,392,498,8170ZC450-1,660,5/7/2012,台州市路桥金清海详船舶修造有限公司,1/13/2015,120
TRAIN556,溢油回收船,湛江,ZC,沿海,46,9,4,393,498,8170ZC450-1,660,5/7/2012,台州市路桥金清海详船舶修造有限公司,1/13/2015,120
TRAIN557,工程船,韶关,ZC,内河,30,9,2,185,0,6135ACa3-1,108,10/25/2010,韶关市龙冠造船厂,1/13/2015,75
TRAIN558,散货船,韶关,ZC,内河,53,11,3,589,978,6135JZCaF,242,1/27/2010,韶关市金帆造船有限公司,1/13/2015,68.63
TRAIN559,散货船,韶关,ZC,内河,53,11,3,582,972,G128ZLCa,360,9/15/2009,韶关市金帆造船有限公司,1/13/2015,68.63
TRAIN560,散货船,韶关,ZC,内河,52,10,3,491,445,6135AZCa,132,7/2/2009,韶关市曲江汇盛船舶修造厂,1/13/2015,50
TRAIN561,散货船,清远,ZC,内河,43,9,2,307,420,WD618C-11,140,1/29/2008,清远市清城区石角镇石岩根龙造船厂,1/13/2015,61
TRAIN562,散货船,清远,ZC,内河,39,8,2,199,280,6135JZCa,140,11/13/2007,清远市清城区附城白庙协和造船厂,1/13/2015,60
TRAIN563,散货船,韶关,ZC,内河,53,12,3,593,849,WD615.68C-21,410,10/30/2006,韶关市豪江船舶修造厂,1/13/2015,65
TRAIN564,自卸砂船,广州,ZC,内河,68,14,4,1204,1268,X6170ZC-017,440,8/1/2006,广州市白云区穗江船舶修造厂,1/13/2015,120
TRAIN565,散货船,韶关,ZC,内河,54,12,3,593,810,WD615.68C-21,410,4/24/2006,韶关市曲江县白土祥兴船厂,1/13/2015,65
TRAIN566,散货船,清远,ZC,内河,39,8,2,198,280,YC6M195C,145,11/7/2005,清远市清城区附城白庙协和造船厂,1/13/2015,47
TRAIN567,散货船,韶关,ZC,内河,53,12,3,594,810,G6128ZLCa,355,3/14/2005,韶关曲江白土祥兴船厂,1/13/2015,55
TRAIN568,干货船,韶关,ZC,内河,48,10,2,418,315,NT855-M240,139,9/22/2004,韶关市曲江金元造船厂,1/13/2015,50
TRAIN569,干货船,韶关,ZC,内河,52,11,3,596,499,WD615.61C-6A,280,1/20/2004,韶关市曲江金元船舶修造厂,1/13/2015,60
TRAIN570,干货船,韶关,ZC,内河,52,11,3,596,499,WD61561C-6A,280,11/6/2003,韶关曲江白土祥兴船厂,1/13/2015,63
TRAIN571,干货船,韶关,ZC,内河,40,8,2,296,250,61C-6A,140,9/10/2002,韶关曲江白土祥兴船厂,1/13/2015,36
TRAIN572,干货船,韶关,ZC,内河,36,8,2,190,155,6135ACa,110,5/23/2002,韶关曲江犁市船舶修造厂,1/13/2015,30
TRAIN573,干货船,韶关,ZC,内河,45,9,2,327,258,GC6138ACz,140,5/13/2002,韶关市通能船务有限公司造船厂,1/13/2015,50
TRAIN574,干货船,韶关,ZC,内河,44,9,3,333,288,NT6135CzO,140,2/25/2002,韶关市通能船务有限公司造船厂,1/13/2015,40
TRAIN575,干货船,韶关,ZC,内河,36,8,2,190,155,6135ACa,110,2/3/2002,韶关曲江犁市船舶修造厂,1/13/2015,16
TRAIN576,干货船,韶关,ZC,内河,43,9,2,262,208,NT6135CZU,140,11/18/2001,韶关曲江白土祥兴船厂,1/13/2015,20
TRAIN577,干货船,韶关,ZC,内河,43,9,2,273,223,J6135ZICzU,139,10/23/2001,韶关曲江犁市船舶修造厂,1/13/2015,30
TRAIN578,干货船,韶关,ZC,内河,49,10,2,398,320,CUMMINS350V6,110,3/26/2001,韶关曲江白土祥兴船厂,1/13/2015,42
TRAIN579,干货船,韶关,ZC,内河,43,9,2,252,208,NT6135CzRx,132,2/15/2001,韶关市犁市船舶修造厂,1/13/2015,38
TRAIN580,干货船,韶关,ZC,内河,48,9,3,375,313,12V135CaB3,146,2/8/1999,韶关市水运公司船厂,1/13/2015,30
TRAIN581,干货船,肇庆,ZC,内河,41,9,2,285,397,6135ACa,95,8/17/1994,广西贵港横岭船厂,1/13/2015,20
TRAIN582,散货船,韶关,ZC,内河,53,11,3,586,978,G128ZCa,311,9/27/2009,韶关市金帆造船有限公司,1/15/2015,73
TRAIN583,集装箱船,广州,ZC,内河,50,13,4,982,1200,Z6170ZLCZ-3,660,11/12/2005,浙江温岭市蕉山船舶修造厂,1/15/2015,200
TRAIN584,集装箱船,广州,ZC,内河,50,13,5,998,1150,Z6170ZLCZ-3,660,4/30/2005,浙江温岭市合兴船舶修造厂,1/15/2015,200
TRAIN585,干货船,韶关,ZC,内河,39,8,2,198,275,G128Ca,128,5/31/2004,韶关市曲江县金元造船厂,1/15/2015,32
TRAIN586,干货船,韶关,ZC,内河,39,8,2,194,151,J6135C2A,116,4/27/2002,韶关曲江白土祥兴船厂,1/15/2015,33
TRAIN587,干货船,韶关,ZC,内河,43,8,2,296,250,GC6138ACz,129,9/13/2001,韶关曲江白土祥兴船厂,1/15/2015,33
TRAIN588,干货船,韶关,ZC,内河,43,8,2,303,250,GC6138ACCz,129,4/16/2001,韶关市曲江县祥兴船舶修造厂,1/15/2015,43.14
TRAIN589,干货船,韶关,ZC,内河,46,9,2,308,258,NT6135CzRx,132,2/16/2001,韶关市水运船舶修造厂,1/15/2015,30
TRAIN590,集装箱船,江门,ZC,内河,50,13,4,946,998,NTA350,434,8/8/2000,湖北省黄石市造船厂,1/15/2015,95
TRAIN591,集装箱船,江门,ZC,内河,50,13,4,946,998,NTC-350,434,7/28/2000,湖北省黄石市造船厂,1/15/2015,95
TRAIN592,散货船,韶关,ZC,内河,74,14,5,1349,2646,WP12C296,436,6/15/2011,韶关市曲江汇盛船舶修造厂,1/20/2015,220
TRAIN593,散货船,韶关,ZC,内河,74,14,5,1338,2646,WP12C296,436,1/26/2011,韶关市曲江汇盛船舶修造厂,1/20/2015,220
TRAIN594,自卸砂船,广州,ZC,内河,86,19,5,2531,4288,KT38-M,1058,7/18/2008,广州市番禺区石楼秀祥船船修造厂,1/20/2015,416.67
TRAIN595,散货船,清远,ZC,内河,55,12,3,597,920,WD615.45C-11,412,8/27/2007,清远市清新县山塘造船厂,1/20/2015,150
TRAIN596,散货船,韶关,ZC,内河,53,12,3,595,810,WD615.68C-21,410,12/11/2006,韶关曲江白土祥兴船厂,1/20/2015,65
TRAIN597,散货船,韶关,ZC,内河,53,12,3,593,810,WD618C-26,280,8/24/2006,韶关曲江白土祥兴船厂,1/20/2015,70
TRAIN598,散货船,韶关,ZC,内河,51,12,3,598,810,YC6M295C,432,1/31/2005,韶关曲江白土祥兴船厂,1/20/2015,75
TRAIN599,干货船,佛山,ZC,内河,52,11,3,597,820,WD61568C-2,280,6/16/2004,广东省佛山市三水市芦苞镇新升船厂,1/20/2015,106
TRAIN600,干货船,韶关,ZC,内河,40,8,2,195,249,6135ACa,110,11/26/2002,韶关市通能船务有限公司造船厂,1/20/2015,30
TRAIN601,散货船,韶关,ZC,内河,49,10,3,434,330,YC6M195C,145,6/4/2002,韶关曲江白土祥兴船厂,1/20/2015,30
